"","id","title"
"398","STAN08BIS","STAN Database for Structural Analysis (ISIC Rev. 3, SNA93)"
"399","EPL_OV","Strictness of employment protection – individual and collective dismissals (regular contracts)"
"400","EPL_R","Strictness of employment protection – individual dismissals (regular contracts)"
"401","EPL_T","Strictness of employment protection – temporary contracts"
"402","AEO11_INDEPTH_CHAPTER6_FIG5_EN","Figure 6.5: African FDI inflows 1995-2008"
"403","AEO11_INDEPTH_CHAPTER6_TAB11_PT","Tabela 6.11: Etiópia, dívida pública em percentagem do PIB"
"404","STAN_INDICATORS_2005","STAN Indicators 2005"
"405","AIR_GHG","Greenhouse gas emissions"
"406","SNA_TABLE7_SNA93","7. Labour input by activity, SNA93"
"407","TAD_ENVINDIC_2013","Environmental Performance of Agriculture 2013"
"408","FISH_FLEET","Fishing fleet"
"409","GOV_WB","Government at a Glance - Western Balkans"
"410","BLI2017","Better Life Index - Edition 2017"
"411","LAC_REVMEX","Details of Tax Revenue  -  Mexico"
"412","REVTKL","Details of Tax Revenue - Tokelau"
"413","EO84_FLASHFILE_EO84","Economic Outlook No 84 - December 2008 - Flash file"
"414","STANI4","STAN Database for Structural Analysis (ISIC Rev. 4)"
"415","EO84_TRADE","Economic Outlook No 84 - December 2008 - Annual Trade and Payments Projections"
"416","GERD_OBJECTIVE_NABS2007","Gross domestic expenditure on R-D by sector of performance and socio-economic objective in NABS2007"
"417","MON2019_SINGLE_COMMODITY_INDICATORS","2019 - Monitoring and evaluation : Single commodity indicators"
"418","GBAORD_NABS2007","Government budget appropriations or outlays for RD"
"419","MEI","Main Economic Indicators Publication"
"420","PATS_REGION","Patents by regions"
"421","PPRF","Public Pension Reserve Funds' Statistics"
"422","POP_PROJ","Historical population data and projections (1950-2050)"
"423","BFGID","Burkina Faso-GID"
"424","ANBERD2011_REV3","ANBERD: business enterprise R&D by industry (ISIC Rev. 3)"
"425","PGI_A_F_STCKS","Financial balance sheets - non consolidated (Annual)"
"426","QASA_7II_INDIC","Institutional Investors' Indicators"
"427","WSECTOR","Generation of waste by sector"
"428","ELSPENSIONS","ELS Pensions"
"429","EO85_FLASHFILE_EO85","Economic Outlook No 85 - June 2009 - Flash file"
"430","HIGH_AGLINK_2009","OECD-FAO Agricultural Outlook 2009-2018"
"431","STRI","Services Trade Restrictiveness Index"
"432","AEO11_COUNTRYNOTES_TAB5_EN","Table 5: Current account (percentage of GDP)"
"433","SMES_SCOREBOARD","Financing SMEs and Entrepreneurs: An OECD Scoreboard"
"434","EO85_TRADE","Economic Outlook No 85 - June 2009 - Annual Trade and Payments Projections"
"435","EO85_MAIN","Economic Outlook No 85 - June 2009 - Annual Projections for OECD Countries"
"436","OECD-AEA","Air Emission Accounts - OECD Estimates"
"437","TSE_2009","2009 -F- Total Support Estimate by country "
"438","GID2","Gender, Institutions and Development Database 2009 (GID-DB)"
"439","SNA_TABLE9B","9B. Balance sheets for non-financial assets"
"440","MUNW","Municipal waste, Generation and Treatment "
"441","AIR_EMISSIONS","Emissions of air pollutants"
"442","FDI_FLOW_CTRY","FDI financial flows - By partner country"
"443","AEO11_INDEPTH_CHAPTER6_TAB3_EN","Table 6.3: FDI flows to selected African countries over the last decade, by country of origin (in percentage)"
"444","G20_PRICES","G20 – CPI All items "
"445","AEO11_INDEPTH_CHAPTER6_TAB8_A_EN","Table 6.8a: Distribution of Africa’s exports by type of partners (2009, in percentage)"
"446","HEALTH_PROC","Health Care Utilisation"
"447","EO86_FLASHFILE_EO86","Economic Outlook No 86 - November 2009 - Flash file"
"448","HOUSE_PRICES","Analytical house prices indicators"
"449","EO86_MAIN","Economic Outlook No 86 - December 2009 - Annual Projections for OECD Countries"
"450","EO86_TRADE","Economic Outlook No 86 - December 2009 - Annual Trade and Payments Projections"
"451","PDBI","Productivity by industry (ISIC Rev.3)"
"452","MTC","Maritime Transport Costs"
"453","HEALTH_LTCR","Long-Term Care Resources and Utilisation"
"454","EO109_LTB","Economic Outlook No 109 - October 2021 - Long-term baseline projections"
"455","NAAG_2009","National Accounts at a Glance - 2009 edition"
"456","RSLACT","Revenue Statistics - Latin American Countries : Comparative tables"
"457","AEO","African Economic Outlook"
"458","SNA_TABLE8_SNA93","8. Capital formation by activity, SNA93"
"459","STANINDICATORS","STAN Indicators"
"460","STAN_IO_LEONTIEF","STAN I-O Inverse Matrix (Total), 2012"
"461","AEO11_INDEPTH_CHAPTER6_TAB8_B_EN","Table 6.8b: Distribution of Africa’s imports by types of partners (2009, in percentage)"
"462","OECD_TSE2010","2010 -A- OECD Total Support Estimate"
"463","PSE_2010","2010 -B- Producer Support Estimate (PSE) and related indicators by country "
"464","CPSE_2010","2010 -C- Composition of Producer Support Estimate"
"465","CSE_2010","2010 -D- Consumer Support Estimate and related indicators by country"
"466","SNA_TABLE8A_SNA93","8A. Capital formation by activity ISIC rev4, SNA93"
"467","SNA_TABLE7A_SNA93","7A. Labour input by activity, ISIC rev4, SNA93"
"468","SURVEYDATA","Survey on Monitoring the Paris Declaration"
"469","AEO11_INDEPTH_CHAPTER6_TAB9_A_EN","Table 6.9a: Africa’s imports of manufactured products, by origin (2000-09, in percentage)"
"470","AEO11_INDEPTH_CHAPTER6_FIG11_EN","Figure 6.11: Africa’s post-HIPC debt (external debt in percentage of GDP, 1995-2009)"
"471","HEALTH_HCQI","Health Care Quality Indicators"
"472","FISH_TRADE","International trade of fisheries products"
"473","AEO11_INDEPTH_CHAPTER6_TAB11_EN","Table 6.11: Ethiopia, public debt in percentage of GDP"
"474","MON2012TSE_O","2012 A) OECD: Estimate of support to agriculture"
"475","AEO11_COUNTRYNOTES_TAB4_EN","Table 4: Public finances (percentage of GDP)"
"476","FDI_FLOW_IND","FDI financial flows by industry BMD4"
"477","EXP_COFOG_SPECIAL","Public Finance and Employment: Expenditures according to COFOG Special"
"478","AEO11_INDEPTH_CHAPTER6_FIG7_EN","Figure 6.7: Perceived competitive advantage of various types of development partners in Africa"
"479","AEO11_INDEPTH_CHAPTER6_FIG8_EN","Figure 6.8: Africa’s exports of manufactured products by type of partner (1995-2009, in billion USD)"
"480","TISP_EBOPS2010","EBOPS 2010 - Trade in services by partner economy"
"481","REVENUE_OUT","Public Finance and Employment: Kinds of Revenue"
"482","AEO11_COUNTRYNOTES_FIG2_EN","Figure 2: Stock of total external debt (percentage of GDP) and debt service (percentage of exports of goods and services)"
"483","CIF_FOB_ITIC","International Transport and Insurance Costs of Merchandise Trade (ITIC)"
"484","FDI_POS_CTRY","FDI positions by partner country BMD4"
"485","SNA_TABLE9_SNA93","9. Fixed assets by activity and by type of product, SNA93"
"486","STAN_IO_M_X","STAN Input-Output: Imports content of Exports, 2012"
"487","STAN_IO_INTERM_M","STAN Input-Output Intermediate Import Ratio, 2012"
"488","REVLCA","Details of tax revenues - Saint Lucia"
"489","EO90_FLASHFILE_EO90","Economic Outlook No 90 - December 2011 - Flash file"
"490","TEC1_REV4","I - TEC by sector and size class"
"491","AEO11_COUNTRYNOTES_TAB3_EN","Table 3: Demand composition"
"492","AEO11_OVERVIEW_CHAPTER2_TAB1_EN","Table 2.1: FDI flows to African regions 2005-10 (billion USD, current)"
"493","AEO11_OVERVIEW_CHAPTER2_FIG1_PT","Figura 2.1: Fluxos de IDE e APD em África 2000-11 (milhares de milhões de USD, preços correntes)"
"494","LAC_REVCRI","Details of Tax Revenue - Costa Rica"
"495","AEO11_OVERVIEW_CHAPTER2_FIG2_PT","Figura 2.2: Fluxos de IDE para países exportadores de petróleo vs. países sem petróleo 2000-09 (milhares de milhões de USD, preços correntes) "
"496","AEO11_OVERVIEW_CHAPTER2_FIG3_PT","Figura 2.3: Investimentos directo e de carteira em África (milhares de milhões de USD, preços correntes)"
"497","AEO11_OVERVIEW_CHAPTER2_FIG4_EN","Figure 2.4: Net ODA disbursements to Africa 2000-09 (billion USD, current)"
"498","AEO11_OVERVIEW_CHAPTER4_TAB1_EN","Table 4.1: Growth and inequality elasticities of poverty (USD 1.25 in 2005 PPP)"
"499","AEO11_OVERVIEW_CHAPTER2_FIG4_PT","Figura 2.4 Desembolsos líquidos de APD para África 2000-09 (milhares de milhões de USD, preços correntes)"
"500","HEALTH_PROT","Social Protection"
"501","HEALTH_PHMC","Pharmaceutical Market"
"502","AEO11_INDEPTH_CHAPTER6_FIG3_PT","Figura 6.3: Peso dos parceiros emergentes e traditionais no comércio com África (em percentagem)"
"503","FDI_FLOW_AGGR","FDI financial flows - Main aggregates"
"504","AEO11_OVERVIEW_CHAPTER2_TAB1_PT","Tabela 2.1: Fluxos de IDE para Regiões Africanas 2005-10 (milhares de milhões de USD, a preços correntes) "
"505","AEO11_INDEPTH_CHAPTER6_FIG4_PT","Figura 6.4: Comércio total de África com os seus perceiros tradicionais"
"506","AEO11_INDEPTH_CHAPTER6_FIG8_PT","Figura 6.8: Exportações africanas de produtos manufacturados por parceiros (1995-2009)"
"507","AEO11_INDEPTH_CHAPTER6_FIG9_PT","Figura 6.9: Exportações africanas de bens manufacturados (1995-2009)"
"508","AEO11_OVERVIEW_CHAPTER4_TAB1_PT","Tabela 4.1: Elasticidades da pobreza em termos de crescimento e desigualdade (1.25 USD de acordo com a PPC de 2005)"
"509","AEO11_OVERVIEW_CHAPTER4_TAB2_PT","Tabela 4.2: Índices de desenvolvimento humano"
"510","AEO11_COUNTRYNOTES_TAB2_PT","Tabela 2: PIB por setor (em percentagem)"
"511","AEO11_INDEPTH_CHAPTER6_TAB4_PT","Tabela 6.4a: Desembolsos brutos de APD (definição CAD/OCDE) de Parceiros Tradicionais, 2009 (milhões de USD)"
"512","AEO11_OVERVIEW_CHAPTER5_FIG2_PT","Figura 5.2: Índice de endurecimento político (ano base 1996 = 100)"
"513","AEO11_OVERVIEW_CHAPTER1_FIG2_PT","Figura 1.2: Situação económica actual em África e expectativas para os próximos seis meses"
"514","LAB_REG_VAC","Registered Unemployed and Job Vacancies"
"515","AEO11_OVERVIEW_CHAPTER1_FIG5_PT","Figura 1.5: Remessas dos emigrantes para África"
"516","AEO11_OVERVIEW_CHAPTER1_FIG6_PT","Figura 1.6: Crescimento Económico Mundial"
"517","AEO11_OVERVIEW_CHAPTER1_FIG16_PT","Figura 1.7: Contribuição das Regiões para o crescimento Africano"
"518","AEO11_OVERVIEW_CHAPTER1_FIG7_PT","Figura 1.10: Preço do petróleo e do ouro (base: Janeiro de 2000)"
"519","AEO11_INDEPTH_CHAPTER6_FIG7_PT","Figura 6.7: Percepção das vantagens comparativas de diversos tipos de parceiros de desenvolvimento por sectores, na perspectiva das partes interessadas nos países africanos"
"520","AEO11_OVERVIEW_CHAPTER1_FIG8_PT","Figura 1.11: Preço do cobre e do alumínio (base: Janeiro de 2000)"
"521","AEO11_INDEPTH_CHAPTER6_FIG12_PT","Figura 6.12: Quem gere as Parcerias Emergentes?"
"522","AEO11_OVERVIEW_CHAPTER1_FIG9_PT","Figura 1.12: Preços de exportação de produtos agrícolas (base: Janeiro de 2000)"
"523","AEO11_OVERVIEW_CHAPTER1_FIG10_PT","Figura 1.13: Preços de importações de bens alimentares de primeira necessidade (base: Janeiro de 2000)"
"524","MON2011TSE_O","2011 A) OECD : Estimate of support to agriculture"
"525","HIGH_AGLINK_2010","OECD-FAO Agricultural Outlook 2010-2019"
"526","AEO11_OVERVIEW_CHAPTER5_FIG1_PT","Figura 5.1: Protestos e violência públicos e índice de preços de alimentos (ano de base 1996 = 100)"
"527","SSIS_BSC_ISIC4","SDBS Structural Business Statistics (ISIC Rev. 4)"
"528","DACDEFL","GeoBook: Deflators"
"529","SDBS_BDI_ISIC4","SDBS Business Demography Indicators (ISIC Rev. 4)"
"530","LAND_USE","Land use"
"531","MEI_BOP6","Balance of Payments (BOP6)"
"532","FISH_GFT","Government financial transfers"
"533","FISH_INLAND","Inland fisheries"
"534","CTS_CIT","Statutory Corporate Income Tax Rates"
"535","QASA_TABLE610","Consolidated financial transactions by economic sector (Quarterly table 0610)"
"536","AEO11_OVERVIEW_CHAPTER1_FIG12_PT","Figura 1.15: Contas correntes e equilíbrios fiscais nos países exportadores de petróleo"
"537","AEO11_OVERVIEW_CHAPTER1_FIG13_PT","Figura 1.16: Contas correntes e equilíbrios fiscais nos países importadores de petróleo"
"538","AEO11_OVERVIEW_CHAPTER1_TAB2_PT","Tabela 1.1: Crescimento por regiões (Crescimento do PIB real em percentagem)"
"539","AEO11_INDEPTH_CHAPTER6_TAB1_EN","Table 6.1: Number of African countries by category in the four-speed world"
"540","AEO11_INDEPTH_CHAPTER6_TAB1_PT","Tabela 6.1: Países africanos, por categoria, no mundo a quatro velocidades"
"541","AEO11_INDEPTH_CHAPTER6_TAB2_PT","Tabela 6.2: Parcela dos parceiros tradicionais e emergentes nas importações, exportações e comércio total de África 2000 e 2009 (em percentagem)"
"542","AEO11_INDEPTH_CHAPTER6_TAB3_PT","Tabela 6.3: Fluxos de IDE para alguns países africanos na última década, por país de origem (em percentagem)"
"543","SNA_TABLE9A_SNA93","9A. Fixed assets by activity and by asset, ISIC rev4, SNA93"
"544","AEO11_OVERVIEW_CHAPTER1_TAB1_PT","Tabela 1.2: Tendências Demográficas em África (milhões pessoas)"
"545","QASA_TABLE620","Non-consolidated financial transactions by economic sector (Quarterly table 0620)"
"546","AEO11_INDEPTH_CHAPTER6_TAB5_PT","Tabela 6.5: Comércio entre países africanos e parceiros emergentes no valor mínimo de 10 milhões de USD anual"
"547","AEO11_INDEPTH_CHAPTER6_TAB6_PT","Tabela 6.6: Comércio sectorial entre África a os parceiros emergentes com mínimo de 53 milhões de USD anual"
"548","AEO11_INDEPTH_CHAPTER6_TAB8_A_PT","Tabela 6.8a: Distribuição das exportações africanas por tipo de parceiro (2009, em percentagem)"
"549","QASA_TABLE710","Consolidated financial balance sheets by economic sector (Quarterly table 0710)"
"550","AEO11_COUNTRYNOTES_TAB3_PT","Tabela 3: Componentes da Procura"
"551","AEO11_COUNTRYNOTES_TAB4_PT","Tabela 4: Finanças Públicas (em percentagem do PIB)"
"552","AEO11_COUNTRYNOTES_TAB5_PT","Tabela 5: Balança Corrente (em percentagem do PIB)"
"553","HEALTH_MORTALITY","Mortality (by week)"
"554","EO87_OUTLOOK87","Economic Outlook No 87 - June 2010 - Public version"
"555","ANBERD_REV4","ANBERD (Analytical Business Enterprise R&D) database"
"556","WSDB","World Indicators of Skills for Employment"
"557","GSSE_2010","2010 -E- General Services Support Estimate by country"
"558","TSE_2010","2010 -F- Total Support Estimate by country"
"559","CPL","Monthly comparative price levels"
"560","LAND_COVER_FUA","Land cover in Functional Urban Areas"
"561","HEALTH_LVNG","Non-Medical Determinants of Health"
"562","FDI_AGGR_SUMM","FDI main aggregates - Summary"
"563","COMPASS_KEY","COMPASS Key Indicators"
"564","PTRSA","PTR for families claiming Guaranteed Minimum Income (GMI) benefits"
"565","BLI","Better Life Index"
"566","NAAG_2010","National Accounts at a Glance - 2010 edition"
"567","MON2012AANRI","2012 X) OECD countries :  Payments made on the basis of area, animal numbers, receipts or income"
"568","EO93_LTB","Economic Outlook No 93 - June 2013 - Long-term baseline projections"
"569","MON20113_1","2011 D) OECD countries : Producer Support Estimate by country"
"570","PAT_COL","Patents - International collaboration in technology development (bilateral)"
"571","BSI","Balance sheet and income"
"572","QASA_TABLE720","Non-consolidated financial balance sheets by economic sector (Quarterly table 0720)"
"573","AWCOMP","Taxing Wages - Comparative tables"
"574","REFSERIES_LAC","Reference Series - Latin American Countries"
"575","HEALTH_DEMR","Demographic References"
"576","HEALTH_ECOR","Economic References"
"577","FDI_POS_IND","FDI positions by industry BMD4"
"578","QASA_TABLE7PSD","Public Sector Debt, consolidated, nominal value"
"579","DACGEO","GeoBook: Geographical flows to developing countries"
"580","AEO11_OVERVIEW_CHAPTER2_FIG1_EN","Figure 2.1: FDI and ODA flows to Africa 2000-11 (billion USD, current)"
"581","PPP2008","2008 PPP Benchmark results"
"582","EO88_INTERNET","Economic Outlook No 88 - December 2010 - Annual Projections for OECD Countries"
"583","STAN_IO_LEONTIEF_DOM","STAN I-O Inverse Matrix Coefficients (Domestic), 2012"
"584","REVCHL","Details of Tax Revenue - Chile"
"585","REVISR","Details of Tax Revenue - Israel"
"586","REVSVN","Details of Tax Revenue - Slovenia"
"587","MON2011TSE","2011 B) OECD countries : Estimate of support to agriculture"
"588","MON2011TSE_EE","2011 C) Emerging Economies: Estimate of support to agriculture"
"589","QASA_TABLE801","Non-financial accounts by economic sector"
"590","WILD_LIFE","Threatened species"
"591","MON20113_1EE","2011 E) Emerging Economies: Producer Support Estimate by country"
"592","STAN_INDICATORS_2009","STAN Indicators 2009"
"593","REVDOM","Details of Tax Revenue - Dominican Republic"
"594","BTDIXE","STAN Bilateral Trade Database by Industry and End-use category"
"595","REVSLV","Details of Tax Revenue - El Salvador"
"596","REVPER","Details of Tax Revenue - Peru"
"597","REVGTM","Details of Tax Revenue - Guatemala"
"598","MEI_PRICES_PPI","Producer Prices"
"599","MON20113_2","2011 F) OECD countries : Consumer Support Estimate by country"
"600","DACIND","GeoBook: Indicators"
"601","DACSECTOR","GeoBook: ODA by sector - bilateral commitments by donor and recipient"
"602","MON20113_2EE","2011 G) Emerging Economies: Consumer Support Estimate by country"
"603","MON20113_3","2011 H) OECD countries : General Services Support Estimate by country"
"604","MON20113_3EE","2011 I) Emerging Economies: General Services Support Estimate by country"
"605","MON20113_4","2011 J) OECD countries : Total Support Estimate by country"
"606","MON20113_4EE","2011 K) Emerging Economies: Total Support Estimate by country"
"607","MON20113_5","2011 L) OECD countries : Composition of Producer Support Estimate by country"
"608","MON20113_5EE","2011 M) Emerging Economies: Composition of Producer Support Estimate by country"
"609","REVURY","Details of Tax Revenue - Uruguay"
"610","MON20113_6EE","2011 O) Emerging Economies: Characteristics of policy support by country"
"611","MON20113_6","2011 N) OECD countries : Characteristics of policy support by country"
"612","AEO11_OVERVIEW_CHAPTER2_FIG3_EN","Figure 2.3: Foreign direct investment and portfolio investment in Africa (billion USD, current)"
"613","FDI_INC_CTRY","FDI income by partner country BMD4"
"614","MON20113_7","2011 P) OECD countries : Composition of General Services Support Estimate"
"615","MON20113_7EE","2011 Q) Emerging Economies: Composition of General Services Support Estimate"
"616","MON2011PSCT_O","2011 R) OECD : Producer Single Commodity Transfers"
"617","MON2011PSCT","2011 S) OECD countries : Producer Single Commodity Transfers"
"618","MON2011PSCT_EE","2011 T) Emerging Economies: Producer Single Commodity Transfers"
"619","MON2011CSCT_O","2011 U) OECD : Consumer Single Commodity Transfers"
"620","WATER_RESOURCES","Freshwater resources (long term annual average)"
"621","LAND_COVER_CHANGE","Land cover change in countries and regions"
"622","WATER_TREAT","Wastewater treatment (% population connected)"
"623","WATER_ABSTRACT","Freshwater abstractions (million m3)"
"624","FOREST","Depletion and growth of forest resources in terms of volume (thousand m3)"
"625","AEO11_OVERVIEW_CHAPTER2_FIG2_EN","Figure 2.2: FDI flows to countries exporting oil vs countries without oil 2000-09 (billion USD, current)"
"626","AEO11_INDEPTH_CHAPTER6_TAB8_B_PT","Tabela 6.8b: Distribuição das importações africanas por tipo de parceiro (2009, em percentagem) "
"627","EO94_INTERNET","Economic Outlook No 94 - November 2013 - OECD Annual Projections"
"628","AEO11_COUNTRYNOTES_TAB2_EN","Table 2: GDP by sector (in percentage)"
"629","7IA_A_Q","Institutional investors' assets - Annual and Quarterly - archived "
"630","AEO11_INDEPTH_CHAPTER6_FIG5_PT","Figura 6.5: Fluxos de IDE para África 1995-2008"
"631","AEO11_INDEPTH_CHAPTER6_FIG6_PT","Figura 6.6: Comércio total de África com os parceiros emergentes (2009)"
"632","MON2011CSCT","2011 V) OECD countries : Consumer Single Commodity Transfers"
"633","MON2011CSCT_EE","2011 W) Emerging Economies: Consumer Single Commodity Transfers"
"634","MON2011AANRI","2011 X) OECD countries :  Payments made on the basis of area, animal numbers, receipts or income"
"635","MON2011AANRI_EE","2011 Y) Emerging Economies:  Payments made on the basis of area, animal numbers, receipts or income"
"636","TXWDECOMP","Tax wedge decomposition "
"637","PGI_Q_F_TRNSCTN","Financial transactions - non-consolidated (Quarterly)"
"638","AEO11_INDEPTH_CHAPTER6_FIG11_PT","Figura 6.11: Dívida africana pós-PPAE (Dívida externa/ rácios PIB, 1995-2009)"
"639","AEO11_OVERVIEW_CHAPTER1_FIG1_PT","Figura 1.1: Crescimento económico em África "
"640","AEO11_OVERVIEW_CHAPTER1_FIG3_PT","Figura 1.3: Variação em termos de trocas de alguns países, ricos em recursos (referido a Janeiro de 2000) "
"641","AEO11_OVERVIEW_CHAPTER1_FIG4_PT","Figura 1.4: Variação em termos de trocas de alguns países, pobres em recursos"
"642","AEO11_OVERVIEW_CHAPTER5_TAB3_PT","Tabela 5.3: Índice de Percepção da Corrupção "
"643","AEO2012_CH6_FIG1","Figure 1: Africa is experiencing a rapid growth of youth with education (20-24 year-old cohorts by education, 2000-2030)"
"644","STLABOUR","Short-Term Labour Market Statistics"
"645","TEC2_REV4","II - TEC by Top enterprises"
"646","NAAG_2011","National Accounts at a Glance - 2011 edition"
"647","AEO11_OVERVIEW_CHAPTER5_TAB5_PT","Tabela 5.4: Índice de liberdade económica em África, 2003-11"
"648","CTS_REV","Corporate Tax Revenues"
"649","TEC3_REV4","III - TEC by Partner zones and countries"
"650","TEC4_REV4","IV - TEC by number of partner countries"
"651","AEO2012_CH6_FIG24","Figure 24: Youth perceptions of main obstacles to finding a job"
"652","SNA_TABLE9B_SNA93","9B. Balance sheets for non-financial assets, SNA93"
"653","SNA_TABLE13_SNA93","13. Simplified non-financial accounts, SNA93"
"654","PGI_A_F_TRNSCTN","Financial transactions - non consolidated (Annual)"
"655","BERD_COST_ISIC4","Business enterprise R-D expenditure by industry and by type of cost (ISIC Rev.4)"
"656","DV_DCD_GENDER","Aid activities targeting gender equality and womens empowerment (CRS)"
"657","FISH_LAND","Marine landings"
"658","EO89_INTERNET","Economic Outlook No 89 - June 2011 - Annual Projections for OECD Countries"
"659","MON2012TSE","2012 B) OECD countries : Estimate of support to agriculture"
"660","MON2012TSE_EE","2012 C) Emerging Economies: Estimate of support to agriculture"
"661","MON20123_1","2012 D) OECD countries : Producer Support Estimate by country"
"662","AEO11_INDEPTH_CHAPTER6_TAB5_EN","Table 6.5: Number of African countries in which emerging partners have significant trade (at least 10 million USD a year)"
"663","AEO11_INDEPTH_CHAPTER6_TAB6_EN","Table 6.6: Number of sectors in which emerging partners have significant trade with Africa (at least 53 million USD a year)"
"664","MON20123_1EE","2012 E) Emerging Economies: Producer Support Estimate by country"
"665","MON20123_2","2012 F) OECD countries : Consumer Support Estimate by country"
"666","MON20123_2EE","2012 G) Emerging Economies: Consumer Support Estimate by country"
"667","SOCR","SOCR - Detailed data"
"668","AEO2012_CH6_FIG3","Figure 3: Time Use by Country Income Level: In middle income countries youth are more likely to be students, wage employed or NEET, in low income countries, youth are more likely to be self-employed or underemployed"
"669","AEO2012_CH6_FIG4","Figure 4: Youth and adult unemployment"
"670","FISH_EMPL","Employment in fisheries, aquaculture and processing"
"671","AEO2012_CH6_FIG6","Figure 6: Five types of labour markets for youth in Africa"
"672","AEO2012_CH6_FIG5","Figure 5: Employment Rate to working age population in Africa and comparators"
"673","AEO11_INDEPTH_CHAPTER6_FIG3_EN","Figure 6.3: Shares of emerging and traditional partners in Africa's trade from 1992 to 2009 (in percentage)"
"674","AEO11_INDEPTH_CHAPTER6_FIG4_EN","Figure 6.4: Africa's total volume of trade and with traditional partners (1992-2009, in billion USD)"
"675","AEO2012_CH6_FIG7","Figure 7: Moderately and severely food insecure by employment status and country income level"
"676","AEO11_INDEPTH_CHAPTER6_FIG6_EN","Figure 6.6: Distribution of Africa's total trade with emerging partners (2009, in percentage)"
"677","AEO11_OVERVIEW_CHAPTER5_FIG1_EN","Figure 5.1: Public protests, public violence and food price indices (base year 1996 = 100)"
"678","AEO11_OVERVIEW_CHAPTER5_FIG2_EN","Figure 5.2: Political hardening index 1996-2010 (base year 1996 = 100)"
"679","AEO2012_CH6_FIG8","Figure 8: Employment and its drivers"
"680","AEO11_INDEPTH_CHAPTER6_FIG9_EN","Figure 6.9: Africa's exports of manufactured goods (1995-2009, in billion USD)"
"681","EXT","Extraction and Check"
"682","AEO11_INDEPTH_CHAPTER6_FIG12_EN","Figure 6.12: To what extent is each local stakeholder involved in the partnership with emerging partners? (average score)"
"683","AMNE_IN","Inward activity of multinationals by industrial sector - ISIC Rev 4"
"684","AMNE_IN_PARTNER","Inward activity of multinationals by investing country - ISIC Rev 4"
"685","AMNE_OUT","Outward activity of multinationals by industrial sector - ISIC Rev 4"
"686","AMNE_OUT_PARTNER","Outward activity of multinationals by country of location - ISIC Rev 4"
"687","MON20123_3","2012 H) OECD countries : General Services Support Estimate by country"
"688","AEO2012_CH6_FIG9","Figure 9: Where African youth work"
"689","AEO2012_CH6_FIG10","Figure 10: Youth and Adults by Occupation"
"690","MON20123_3EE","2012 I) Emerging Economies: General Services Support Estimate by country"
"691","GOV","Government at a Glance - yearly updates"
"692","MON20123_4","2012 J) OECD countries : Total Support Estimate by country"
"693","MON20123_4EE","2012 K) Emerging Economies: Total Support Estimate by country"
"694","MON20123_5","2012 L) OECD countries : Composition of Producer Support Estimate by country"
"695","MON20123_5EE","2012 M) Emerging Economies: Composition of Producer Support Estimate by country"
"696","MON20123_6","2012 N) OECD countries : Characteristics of policy support by country"
"697","AEO2012_CH6_FIG26","Figure 26: Obstacles to firms (Enterprise Surveys)"
"698","AEO2012_CH6_FIG27","Figure 27: Obstacles to Enterprises in North Africa and Sub Saharan Africa"
"699","AEO2012_CH6_FIG28","Figure 28: The most important obstacles faced by informal firms "
"700","AEO2012_CH6_FIG29","Figure 29: Youth employment and unemployment by education and country income groups"
"701","AEO2012_CH6_FIG31","Figure 31: Probability of being waged employed by education level (multivariate analysis with Gallup World Poll data)"
"702","QASA_TABLE725R","Non-consolidated financial balance sheets counterpart information (Quarterly table 0725) - SNA 2008"
"703","MON20123_7","2012 P) OECD countries : Composition of General Services Support Estimate"
"704","MON20123_6EE","2012 O) Emerging Economies: Characteristics of policy support by country"
"705","MON20123_7EE","2012 Q) Emerging Economies: Composition of General Services Support Estimate"
"706","MON2012PSCT_O","2012 R) OECD : Producer Single Commodity Transfers"
"707","MON2012PSCT","2012 S) OECD countries : Producer Single Commodity Transfers"
"708","REVVEN","Details of Tax Revenue - Venezuela"
"709","SNA_TABLE14A_SNA93","14A. Non-financial accounts by sectors, SNA93"
"710","MON2012PSCT_EE","2012 T) Emerging Economies: Producer Single Commodity Transfers"
"711","REVEST","Details of Tax Revenue - Estonia"
"712","EO91_INTERNET","Economic Outlook No 91 - June 2012 - OECD Annual Projections"
"713","MON2012CSCT_O","2012 U) OECD: Consumer Single Commodity Transfers"
"714","MON2012CSCT","2012 V) OECD countries : Consumer Single Commodity Transfers"
"715","MON2012CSCT_EE","2012 W) Emerging Economies: Consumer Single Commodity Transfers"
"716","REVMDV","Details of Public Revenue - Maldives"
"717","HIGH_AGLINK_2012","OECD-FAO Agricultural Outlook 2012-2021"
"718","CSPCUBE","Country statistical profiles"
"719","TOURISM_DOMESTIC","Domestic tourism"
"720","SNA_TABLE40","40. Use at purchasers' prices"
"721","TOURISM_OUTBOUND","Outbound tourism"
"722","SNA_TABLE12_SNA93","12. Government deficit/surplus, revenue, expenditure and main aggregates, SNA93"
"723","SNA_TABLE10_SNA93","10. Taxes and social contributions receipts, SNA93"
"724","MON2012AANRI_EE","2012 Y) Emerging Economies:  Payments made on the basis of area, animal numbers, receipts or income"
"725","STAN_IO_TOT_DOM_IMP","STAN Input-Output: Total, Domestic and Imports, 2012"
"726","FIN_IND_FA","Financial Indicators – Flows"
"727","FIN_IND_FBS","Financial Indicators – Stocks"
"728","AEO2012_CH6_FIG11","Figure 11: Who are the young people in NEET?"
