"","date","TMIN.Albacete","TMIN.Amsterdam","TMIN.Beijng","TMIN.HongKong","TMIN.London","TMIN.Madrid","TMIN.NewYork","TMIN.Oviedo","TMIN.Paris","TMIN.Seoul","TMIN.Singapore","TMIN.Tokyo","TMIN.Dubai","TMIN.Frankfurt","TMIN.Chicago","TMIN.LosAngeles","TMAX.Albacete","TMAX.Amsterdam","TMAX.Beijng","TMAX.HongKong","TMAX.London","TMAX.Madrid","TMAX.NewYork","TMAX.Oviedo","TMAX.Paris","TMAX.Seoul","TMAX.Singapore","TMAX.Tokyo","TMAX.Dubai","TMAX.Frankfurt","TMAX.Chicago","TMAX.LosAngeles","PRCP.Albacete","PRCP.Amsterdam","PRCP.Beijng","PRCP.HongKong","PRCP.London","PRCP.Madrid","PRCP.NewYork","PRCP.Oviedo","PRCP.Paris","PRCP.Seoul","PRCP.Singapore","PRCP.Tokyo","PRCP.Dubai","PRCP.Frankfurt","PRCP.Chicago","PRCP.LosAngeles"
"3413",1998-05-06,3,NA,14,24,10,6,13,6,9,14,25,13,17,NA,NA,NA,22,NA,22,30,16,22,19,15,15,26,34,27,32,NA,NA,NA,0,0,40,0,0,0,0,0,0,0,320,NA,0,NA,NA,NA
"3414",1998-05-07,8,NA,16,24,10,10,13,8,11,14,25,18,20,NA,NA,NA,23,NA,26,30,19,25,19,18,19,20,NA,32,NA,NA,NA,NA,0,0,86,0,0,0,0,0,0,0,279,NA,0,NA,NA,NA
"3415",1998-05-08,6,NA,10,25,8,12,12,12,9,13,NA,NA,19,NA,NA,NA,23,NA,22,30,22,25,14,23,26,23,33,NA,41,NA,NA,NA,0,0,0,0,0,0,71,0,0,10,3,NA,0,NA,NA,NA
"3416",1998-05-09,5,NA,13,26,12,12,13,10,13,10,NA,NA,19,NA,NA,NA,24,NA,24,30,21,26,15,17,25,22,NA,22,41,NA,NA,NA,0,0,0,0,2,0,361,1,0,0,531,NA,0,NA,NA,NA
"3417",1998-05-10,10,NA,15,25,11,15,12,13,13,13,25,NA,19,NA,NA,NA,21,NA,23,30,21,20,14,21,29,19,NA,25,43,NA,NA,NA,88,0,0,116,0,130,493,42,0,0,0,NA,0,NA,NA,NA
"3418",1998-05-11,10,NA,14,26,10,11,10,13,14,10,26,NA,NA,NA,NA,NA,18,NA,21,31,20,16,14,18,29,16,34,18,43,NA,NA,NA,155,0,0,0,0,11,173,0,0,110,71,NA,0,NA,NA,NA
"3419",1998-05-12,11,NA,11,26,10,10,10,11,16,12,26,10,NA,NA,NA,NA,20,NA,27,31,22,18,17,19,30,16,NA,NA,43,NA,NA,NA,25,0,0,0,0,11,0,2,0,100,371,109,NA,NA,NA,NA
"3420",1998-05-13,8,NA,13,26,10,12,7,10,17,11,25,16,NA,NA,NA,NA,21,NA,28,31,24,19,18,18,31,21,NA,29,42,NA,NA,NA,76,0,0,0,0,83,0,26,5,0,10,10,0,NA,NA,NA
"3421",1998-05-14,11,NA,14,26,11,10,7,13,19,12,NA,NA,23,NA,NA,NA,14,NA,28,31,24,18,22,18,28,26,NA,23,44,NA,NA,NA,198,0,0,0,40,99,0,0,0,0,61,NA,0,NA,NA,NA
"3422",1998-05-15,10,NA,14,NA,11,12,12,14,17,15,25,12,27,NA,NA,NA,23,NA,27,29,24,25,29,17,27,29,NA,27,43,NA,NA,NA,0,0,0,256,0,150,0,0,0,0,0,NA,0,NA,NA,NA
"3423",1998-05-16,10,NA,15,24,10,12,17,14,14,14,NA,NA,27,NA,NA,NA,25,NA,21,30,22,24,29,16,25,21,NA,29,44,NA,NA,NA,0,0,3,0,0,10,0,2,0,230,841,NA,0,NA,NA,NA
"3424",1998-05-17,9,NA,11,NA,8,12,14,13,13,12,25,14,26,NA,NA,NA,26,NA,29,27,21,26,19,18,25,18,NA,25,NA,NA,NA,NA,0,0,0,399,0,0,0,0,0,0,340,NA,0,NA,NA,NA
"3425",1998-05-18,12,NA,14,25,7,15,13,12,14,14,25,19,NA,NA,NA,NA,27,NA,30,30,22,27,29,21,25,23,34,23,40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,20,51,0,NA,NA,NA
"3426",1998-05-19,11,NA,19,NA,8,14,16,10,13,13,27,NA,24,NA,NA,NA,21,NA,28,27,23,24,31,19,26,24,32,26,39,NA,NA,NA,28,0,0,79,0,104,0,0,0,0,79,119,0,NA,NA,NA
"3427",1998-05-20,12,NA,18,25,10,13,15,10,14,12,27,16,25,NA,NA,NA,19,NA,28,29,20,22,26,18,25,27,34,29,42,NA,NA,NA,50,0,20,20,16,25,18,0,0,0,0,NA,0,NA,NA,NA
"3428",1998-05-21,11,NA,16,NA,12,12,14,11,13,16,28,16,26,NA,NA,NA,20,NA,23,28,17,22,27,19,23,29,34,31,44,NA,NA,NA,0,0,153,99,0,3,0,0,0,0,0,NA,0,NA,NA,NA
"3429",1998-05-22,9,NA,15,24,7,14,12,12,8,16,NA,NA,24,NA,NA,NA,23,NA,25,29,17,24,21,19,17,27,34,29,42,NA,NA,NA,121,0,97,5,0,26,0,0,0,0,0,NA,0,NA,NA,NA
"3430",1998-05-23,8,NA,14,26,9,14,11,14,6,18,28,16,25,NA,NA,NA,23,NA,20,29,16,24,24,20,20,28,NA,28,42,NA,NA,NA,166,20,0,5,0,76,0,0,0,0,0,NA,0,NA,NA,NA
"3431",1998-05-24,12,NA,16,10,11,13,14,10,12,15,NA,NA,NA,NA,NA,NA,18,NA,25,27,18,19,27,19,20,23,32,23,45,NA,NA,NA,330,8,0,851,0,44,0,0,0,0,269,NA,0,NA,NA,NA
"3432",1998-05-25,11,NA,12,14,10,12,15,11,12,12,24,NA,24,NA,NA,NA,20,NA,30,25,17,22,21,18,20,25,34,28,42,NA,NA,NA,4,7,0,0,52,31,107,2,1,0,160,66,0,NA,NA,NA
"3433",1998-05-26,12,NA,13,20,9,12,15,13,12,13,26,NA,NA,NA,NA,NA,19,NA,31,27,14,22,26,18,20,22,32,NA,44,NA,NA,NA,176,33,0,0,100,101,0,0,24,0,41,310,0,NA,NA,NA
"3434",1998-05-27,8,NA,13,23,7,10,17,10,11,13,26,15,NA,NA,NA,NA,21,NA,26,29,14,21,24,18,18,26,34,23,46,NA,NA,NA,70,32,0,0,21,33,0,47,34,0,0,NA,0,NA,NA,NA
"3435",1998-05-28,10,NA,14,23,8,10,18,10,10,15,NA,15,24,NA,NA,NA,19,NA,25,30,18,17,29,16,18,27,34,27,46,NA,NA,NA,0,197,25,0,0,3,0,6,95,0,0,NA,0,NA,NA,NA
"3436",1998-05-29,10,NA,14,25,11,11,18,9,9,15,NA,17,25,NA,NA,NA,19,NA,26,31,20,16,29,16,21,21,33,21,45,NA,NA,NA,79,1,0,0,0,100,43,77,0,0,0,89,0,NA,NA,NA
"3437",1998-05-30,11,NA,12,24,6,9,19,10,12,12,26,18,24,NA,NA,NA,20,NA,28,26,20,15,29,17,25,23,33,27,45,NA,NA,NA,0,0,0,89,8,0,0,44,22,0,5,20,0,NA,NA,NA
"3438",1998-05-31,10,NA,14,24,11,10,18,10,12,13,26,NA,25,NA,NA,NA,22,NA,30,NA,20,18,29,19,20,22,NA,28,43,NA,NA,NA,0,0,0,249,0,38,117,13,1,0,71,NA,0,NA,NA,NA
"3439",1998-06-01,12,NA,17,25,8,13,15,12,9,15,25,15,25,NA,NA,NA,28,NA,27,30,19,22,23,19,23,21,NA,30,39,NA,NA,NA,0,0,0,269,56,0,175,142,43,0,30,NA,0,NA,NA,NA
"3440",1998-06-02,15,NA,16,26,11,12,13,11,16,14,26,NA,NA,NA,NA,NA,25,NA,21,30,18,22,22,20,22,18,33,24,43,NA,NA,NA,0,91,77,109,104,0,0,10,20,80,0,NA,0,NA,NA,NA
"3441",1998-06-03,14,NA,12,25,10,13,14,10,11,14,27,15,25,NA,NA,NA,26,NA,22,30,16,26,19,19,22,16,34,NA,46,NA,NA,NA,0,34,4,0,29,0,0,0,0,40,0,170,0,NA,NA,NA
"3442",1998-06-04,13,NA,15,25,10,16,12,14,11,13,NA,16,NA,NA,NA,NA,28,NA,25,30,17,24,21,20,24,18,34,29,44,NA,NA,NA,0,0,35,470,0,196,0,0,41,0,3,NA,0,NA,NA,NA
"3443",1998-06-05,14,NA,12,NA,9,14,12,14,14,14,NA,NA,26,NA,NA,NA,23,NA,27,29,20,22,21,19,28,18,32,24,44,NA,NA,NA,18,95,0,180,1,8,0,0,7,30,0,NA,0,NA,NA,NA
"3444",1998-06-06,14,NA,14,NA,13,14,12,13,18,13,NA,NA,25,NA,NA,NA,23,NA,29,24,21,23,22,23,29,22,NA,18,44,NA,NA,NA,0,85,0,239,10,0,0,3,37,0,30,109,0,NA,NA,NA
"3445",1998-06-07,13,NA,19,20,10,16,12,15,15,14,NA,NA,25,NA,NA,NA,27,NA,25,25,19,25,19,19,20,24,NA,NA,45,NA,NA,NA,0,8,14,10,11,0,0,0,3,0,201,NA,0,NA,NA,NA
"3446",1998-06-08,13,NA,16,23,10,15,11,12,12,14,24,12,24,NA,NA,NA,29,NA,30,29,18,27,19,23,21,20,32,25,46,NA,NA,NA,0,29,0,130,56,0,0,0,16,0,0,NA,0,NA,NA,NA
"3447",1998-06-09,14,NA,19,24,13,18,12,15,14,15,NA,NA,26,NA,NA,NA,32,NA,32,27,19,30,22,26,25,28,NA,21,40,NA,NA,NA,0,146,82,4181,18,0,0,32,12,0,211,5,0,NA,NA,NA
"3448",1998-06-10,17,NA,17,24,11,14,13,14,14,18,23,16,24,NA,NA,NA,31,NA,30,29,14,27,22,20,22,29,NA,21,41,NA,NA,NA,0,47,13,290,44,0,0,62,36,0,221,290,0,NA,NA,NA
"3449",1998-06-11,12,NA,18,24,9,12,16,12,12,17,24,NA,NA,NA,NA,NA,24,NA,26,28,14,22,21,18,17,27,35,26,NA,NA,NA,NA,0,412,0,671,46,0,0,14,76,0,0,NA,NA,NA,NA,NA
"3450",1998-06-12,8,NA,19,27,5,9,16,11,8,18,26,17,26,NA,NA,NA,24,NA,22,30,16,22,18,18,18,29,NA,23,43,NA,NA,NA,0,18,0,2,2,0,328,0,1,0,0,0,0,NA,NA,NA
"3451",1998-06-13,8,NA,18,27,9,14,17,13,9,16,NA,NA,27,NA,NA,NA,30,NA,27,31,16,27,21,22,16,25,NA,19,45,NA,NA,NA,0,6,0,0,132,0,399,0,44,130,0,61,0,NA,NA,NA
"3452",1998-06-14,13,NA,19,27,11,16,17,14,11,15,26,16,NA,NA,NA,NA,32,NA,32,32,17,28,21,19,19,27,NA,NA,41,NA,NA,NA,0,36,0,0,27,0,86,0,30,140,269,160,0,NA,NA,NA
"3453",1998-06-15,12,NA,21,28,11,15,18,13,12,16,NA,17,NA,NA,NA,NA,28,NA,35,31,17,24,22,19,19,24,NA,26,44,NA,NA,NA,0,41,0,0,116,0,23,0,30,0,429,NA,0,NA,NA,NA
"3454",1998-06-16,15,NA,19,28,11,13,19,12,10,17,24,19,26,NA,NA,NA,26,NA,36,31,17,25,28,19,20,27,34,27,43,NA,NA,NA,0,5,0,15,7,0,10,0,0,0,0,NA,0,NA,NA,NA
"3455",1998-06-17,15,NA,20,28,8,15,19,11,9,17,24,20,27,NA,NA,NA,29,NA,29,32,18,28,27,23,21,29,NA,28,44,NA,NA,NA,0,29,14,0,62,0,76,0,0,0,269,NA,0,NA,NA,NA
"3456",1998-06-18,14,NA,18,28,12,17,19,14,12,19,24,19,26,NA,NA,NA,30,NA,29,31,21,31,28,28,25,27,NA,30,45,NA,NA,NA,0,90,19,10,10,0,89,0,0,10,249,NA,0,NA,NA,NA
"3457",1998-06-19,13,NA,17,26,14,20,19,17,14,18,24,20,26,NA,NA,NA,33,NA,36,30,26,33,29,36,29,23,32,NA,43,NA,NA,NA,0,2,0,99,0,0,0,0,0,60,51,51,0,NA,NA,NA
"3458",1998-06-20,10,NA,21,27,15,19,21,19,17,17,25,NA,26,NA,NA,NA,32,NA,34,31,26,33,31,27,32,27,NA,33,44,NA,NA,NA,0,0,0,61,0,0,25,2,0,0,0,NA,0,NA,NA,NA
"3459",1998-06-21,14,NA,22,28,16,21,20,17,19,20,NA,NA,27,NA,NA,NA,36,NA,33,32,22,31,28,20,30,30,NA,27,45,NA,NA,NA,0,10,1,41,0,0,0,2,0,0,170,NA,0,NA,NA,NA
"3460",1998-06-22,18,NA,21,NA,11,20,19,17,13,20,24,16,NA,NA,NA,NA,35,NA,25,30,21,33,23,21,24,32,32,18,45,NA,NA,NA,0,0,0,99,8,0,0,0,0,0,0,681,0,NA,NA,NA
"3461",1998-06-23,17,NA,20,24,13,20,20,16,13,19,NA,16,26,NA,NA,NA,36,NA,25,30,21,34,23,22,25,30,33,19,46,NA,NA,NA,2,19,140,729,2,0,0,0,0,0,0,0,0,NA,NA,NA
"3462",1998-06-24,15,NA,21,26,14,20,21,16,16,20,NA,16,26,NA,NA,NA,34,NA,28,30,21,32,29,22,30,30,NA,23,46,NA,NA,NA,0,5,0,89,88,0,84,6,0,0,0,NA,0,NA,NA,NA
"3463",1998-06-25,16,NA,21,NA,13,20,22,15,16,21,23,19,26,NA,NA,NA,34,NA,28,30,18,30,32,18,23,23,NA,26,45,NA,NA,NA,0,111,0,20,40,0,0,0,0,830,51,5,0,NA,NA,NA
"3464",1998-06-26,16,NA,22,NA,12,18,24,15,15,19,23,22,25,NA,NA,NA,33,NA,34,30,19,31,33,20,23,22,NA,32,44,NA,NA,NA,0,0,0,231,26,0,5,0,0,150,10,NA,0,NA,NA,NA
"3465",1998-06-27,16,NA,23,25,12,18,21,14,14,19,25,NA,25,NA,NA,NA,36,NA,37,28,20,32,29,22,22,27,32,33,NA,NA,NA,NA,0,131,0,361,78,0,8,8,15,0,0,NA,NA,NA,NA,NA
"3466",1998-06-28,18,NA,25,25,11,21,17,16,12,21,25,NA,26,NA,NA,NA,35,NA,37,31,20,34,26,19,22,28,NA,33,47,NA,NA,NA,0,21,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA
"3467",1998-06-29,17,NA,24,26,11,21,18,16,14,19,26,NA,26,NA,NA,NA,34,NA,34,32,18,33,24,19,23,30,33,30,48,NA,NA,NA,0,104,0,15,79,0,0,2,0,0,0,20,0,NA,NA,NA
"3468",1998-06-30,18,NA,21,26,13,22,18,16,12,22,27,20,27,NA,NA,NA,33,NA,28,32,19,34,28,21,20,27,33,33,43,NA,NA,NA,0,25,1030,2,1,0,201,0,30,400,0,NA,0,NA,NA,NA
"3469",1998-07-01,18,NA,21,NA,12,19,18,15,15,20,28,21,27,NA,NA,NA,28,NA,28,31,17,26,24,21,21,24,33,29,41,NA,NA,NA,0,1,145,2,0,0,0,118,0,160,0,NA,0,NA,NA,NA
"3470",1998-07-02,15,NA,20,25,11,16,18,14,14,20,NA,24,27,NA,NA,NA,28,NA,32,30,18,26,27,21,21,23,33,35,40,NA,NA,NA,0,0,0,439,0,0,0,192,14,890,0,NA,0,NA,NA,NA
"3471",1998-07-03,13,NA,24,NA,10,14,20,15,14,21,NA,25,27,NA,NA,NA,30,NA,33,27,19,26,29,21,22,24,NA,38,43,NA,NA,NA,0,0,0,490,0,0,0,22,0,0,0,NA,0,NA,NA,NA
"3472",1998-07-04,15,NA,20,24,11,17,20,16,11,20,26,NA,28,NA,NA,NA,32,NA,30,29,20,30,29,22,23,27,34,38,46,NA,NA,NA,0,7,117,490,0,0,13,2,0,0,0,NA,0,NA,NA,NA
"3473",1998-07-05,15,NA,24,24,12,19,19,17,12,19,NA,NA,32,NA,NA,NA,33,NA,30,29,20,33,27,20,19,27,33,34,44,NA,NA,NA,0,1,3,30,0,0,81,0,0,0,541,NA,NA,NA,NA,NA
"3474",1998-07-06,17,NA,22,NA,11,21,18,15,16,22,23,23,NA,NA,NA,NA,35,NA,33,29,19,32,26,20,19,29,31,30,43,NA,NA,NA,0,4,659,211,1,0,0,54,0,0,119,NA,0,NA,NA,NA
"3475",1998-07-07,17,NA,25,25,12,16,19,15,13,24,23,NA,29,NA,NA,NA,28,NA,35,29,21,28,26,21,20,28,33,32,41,NA,NA,NA,0,24,0,0,1,0,0,1,1,0,0,61,0,NA,NA,NA
"3476",1998-07-08,14,NA,23,25,8,16,18,16,13,21,NA,23,NA,NA,NA,NA,30,NA,32,31,22,28,21,21,22,24,NA,33,NA,NA,NA,NA,0,7,0,10,0,0,13,2,0,170,500,NA,0,NA,NA,NA
"3477",1998-07-09,12,NA,22,26,14,16,18,14,13,21,23,NA,NA,NA,NA,NA,34,NA,30,30,21,31,28,21,18,24,NA,36,38,NA,NA,NA,0,1,0,0,0,0,0,0,25,70,5,NA,0,NA,NA,NA
"3478",1998-07-10,16,NA,23,26,14,19,20,16,15,22,25,22,NA,NA,NA,NA,35,NA,31,32,19,33,28,21,21,23,NA,28,39,NA,NA,NA,0,6,0,0,1,0,0,0,7,330,0,399,0,NA,NA,NA
"3479",1998-07-11,17,NA,24,27,14,21,17,15,16,22,NA,NA,28,NA,NA,NA,34,NA,29,32,18,34,27,22,24,27,NA,32,39,NA,NA,NA,0,35,8,0,74,0,0,0,0,380,109,160,0,NA,NA,NA
"3480",1998-07-12,16,NA,22,NA,14,22,18,16,17,22,NA,NA,29,NA,NA,NA,34,NA,26,30,18,34,28,22,27,28,NA,24,42,NA,NA,NA,0,73,42,71,78,0,0,0,26,0,340,NA,0,NA,NA,NA
"3481",1998-07-13,19,NA,22,24,11,22,20,16,14,22,23,17,30,NA,NA,NA,38,NA,27,29,19,35,29,22,21,30,32,20,NA,NA,NA,NA,0,4,199,831,6,0,0,20,77,0,41,NA,0,NA,NA,NA
"3482",1998-07-14,20,NA,24,25,11,19,21,15,10,22,24,17,NA,NA,NA,NA,32,NA,34,32,20,30,29,22,22,30,32,27,45,NA,NA,NA,0,11,0,99,2,0,0,0,0,360,0,NA,NA,NA,NA,NA
"3483",1998-07-15,18,NA,26,27,12,16,22,12,11,21,26,NA,NA,NA,NA,NA,32,NA,34,32,20,30,29,21,20,26,NA,22,46,NA,NA,NA,0,76,0,5,23,0,0,0,21,20,0,NA,0,NA,NA,NA
"3484",1998-07-16,18,NA,25,27,13,20,23,14,13,22,NA,18,31,NA,NA,NA,35,NA,31,32,21,34,29,22,22,29,32,NA,46,NA,NA,NA,0,108,0,0,16,0,0,0,58,0,0,NA,0,NA,NA,NA
"3485",1998-07-17,18,NA,24,28,12,23,23,18,15,20,24,NA,NA,NA,NA,NA,36,NA,29,32,21,35,29,21,23,31,32,22,46,NA,NA,NA,0,39,34,0,0,0,8,0,3,0,10,20,0,NA,NA,NA
"3486",1998-07-18,18,NA,19,28,10,23,22,18,15,22,25,17,NA,NA,NA,NA,34,NA,30,32,22,36,31,22,23,30,NA,31,47,NA,NA,NA,0,4,549,0,0,0,0,0,1,170,0,NA,0,NA,NA,NA
"3487",1998-07-19,16,NA,20,28,10,23,22,18,12,20,25,18,31,NA,NA,NA,38,NA,35,32,24,36,30,24,30,23,NA,25,45,NA,NA,NA,0,0,0,0,0,0,0,0,0,30,10,0,0,NA,NA,NA
"3488",1998-07-20,16,NA,21,27,13,20,23,17,18,20,25,NA,NA,NA,NA,NA,36,NA,34,32,23,32,31,24,34,29,NA,28,46,NA,NA,NA,0,23,0,0,0,0,0,9,30,0,10,20,0,NA,NA,NA
"3489",1998-07-21,18,NA,22,28,14,18,22,15,17,21,NA,19,32,NA,NA,NA,31,NA,33,32,22,29,33,22,25,30,NA,29,44,NA,NA,NA,0,2,9,54,0,0,13,0,12,180,20,NA,0,NA,NA,NA
"3490",1998-07-22,15,NA,22,28,12,20,26,15,12,21,24,NA,30,NA,NA,NA,34,NA,30,32,22,32,34,25,27,30,32,25,43,NA,NA,NA,0,3,41,0,53,0,0,0,10,0,0,NA,0,NA,NA,NA
"3491",1998-07-23,19,NA,23,28,14,22,24,17,17,21,NA,21,30,NA,NA,NA,37,NA,27,32,22,35,31,23,20,32,NA,32,43,NA,NA,NA,0,0,119,10,10,0,66,0,10,0,290,NA,0,NA,NA,NA
"3492",1998-07-24,21,NA,21,28,10,22,22,18,16,22,23,23,NA,NA,NA,NA,38,NA,30,32,22,36,30,21,25,31,33,NA,42,NA,NA,NA,0,0,538,5,0,0,0,0,0,0,0,109,0,NA,NA,NA
"3493",1998-07-25,20,NA,24,28,10,21,19,17,13,20,25,23,28,NA,NA,NA,35,NA,30,32,21,35,29,21,25,32,NA,31,44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5,71,0,NA,NA,NA
"3494",1998-07-26,20,NA,23,28,11,22,20,18,13,19,NA,24,29,NA,NA,NA,36,NA,28,32,22,36,28,22,26,30,NA,31,45,NA,NA,NA,0,0,0,0,21,0,0,0,0,70,211,140,0,NA,NA,NA
"3495",1998-07-27,19,NA,25,28,13,21,21,16,13,20,23,NA,31,NA,NA,NA,35,NA,32,33,22,33,29,22,23,31,NA,33,46,NA,NA,NA,0,15,0,0,10,0,0,2,14,0,0,NA,0,NA,NA,NA
"3496",1998-07-28,17,NA,24,28,13,19,22,14,14,22,25,24,NA,NA,NA,NA,35,NA,29,33,21,33,30,24,19,33,29,34,46,NA,NA,NA,0,48,16,5,2,0,0,4,10,0,89,NA,0,NA,NA,NA
"3497",1998-07-29,14,NA,22,27,14,21,23,17,16,21,25,NA,30,NA,NA,NA,37,NA,31,33,22,36,32,24,21,32,NA,32,NA,NA,NA,NA,0,101,0,5,8,0,0,0,5,0,0,NA,0,NA,NA,NA
"3498",1998-07-30,20,NA,25,26,13,22,22,15,13,24,25,NA,28,NA,NA,NA,39,NA,32,33,22,36,31,22,24,31,NA,28,47,NA,NA,NA,0,165,0,0,40,0,0,38,1,0,0,521,NA,NA,NA,NA
"3499",1998-07-31,20,NA,23,27,13,20,18,15,12,23,NA,21,28,NA,NA,NA,37,NA,30,32,21,34,27,21,24,26,NA,28,46,NA,NA,NA,0,36,0,30,29,0,84,96,0,440,239,30,0,NA,NA,NA
"3500",1998-08-01,18,NA,24,28,11,18,18,14,14,23,23,22,NA,NA,NA,NA,33,NA,32,33,20,28,27,21,24,27,NA,30,45,NA,NA,NA,0,37,1,0,38,0,0,201,127,170,3,5,0,NA,NA,NA
"3501",1998-08-02,15,NA,21,28,11,14,18,13,13,23,NA,NA,NA,NA,NA,NA,28,NA,30,34,19,25,28,21,21,31,NA,34,42,NA,NA,NA,0,0,0,0,2,0,0,130,63,10,290,0,0,NA,NA,NA
"3502",1998-08-03,11,NA,23,NA,10,13,19,13,12,24,24,25,30,NA,NA,NA,28,NA,29,34,20,28,31,22,26,29,NA,34,42,NA,NA,NA,0,53,0,0,20,0,0,0,7,90,0,20,NA,NA,NA,NA
"3503",1998-08-04,11,NA,22,28,13,15,21,13,16,24,24,NA,NA,NA,NA,NA,31,NA,27,34,25,32,31,23,26,30,NA,31,44,NA,NA,NA,0,0,321,0,0,0,0,24,0,210,0,0,0,NA,NA,NA
"3504",1998-08-05,13,NA,21,28,12,19,21,18,12,25,26,23,NA,NA,NA,NA,34,NA,32,33,26,32,30,24,27,28,NA,34,44,NA,NA,NA,0,0,0,0,0,0,0,6,0,640,0,NA,0,NA,NA,NA
"3505",1998-08-06,15,NA,23,NA,10,21,21,16,13,22,26,NA,27,NA,NA,NA,34,NA,33,32,27,34,31,25,28,26,NA,32,45,NA,NA,NA,0,0,0,85,0,0,0,0,0,1050,0,NA,NA,NA,NA,NA
"3506",1998-08-07,15,NA,25,25,12,22,20,16,14,25,NA,23,26,NA,NA,NA,34,NA,29,30,29,34,29,27,31,31,NA,34,43,NA,NA,NA,0,0,1,276,0,0,0,0,0,30,0,NA,0,NA,NA,NA
"3507",1998-08-08,16,NA,20,26,11,22,19,18,17,24,NA,NA,30,NA,NA,NA,34,NA,31,32,27,35,29,27,36,28,NA,29,45,NA,NA,NA,0,0,0,0,0,0,0,0,0,780,10,NA,0,NA,NA,NA
"3508",1998-08-09,15,NA,24,NA,15,22,22,19,18,24,24,NA,NA,NA,NA,NA,36,NA,32,33,27,36,30,24,36,30,NA,24,46,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,231,NA,0,NA,NA,NA
"3509",1998-08-10,17,NA,24,25,14,23,23,18,20,21,24,19,30,NA,NA,NA,36,NA,32,29,30,36,29,22,37,26,32,31,NA,NA,NA,NA,0,0,5,419,0,0,15,0,0,480,0,NA,0,NA,NA,NA
"3510",1998-08-11,16,NA,23,24,15,23,22,19,20,24,NA,23,28,NA,NA,NA,37,NA,35,29,26,36,31,21,38,29,32,32,47,NA,NA,NA,0,0,0,371,0,1,23,9,0,320,0,NA,0,NA,NA,NA
"3511",1998-08-12,21,NA,23,25,14,23,20,18,20,23,23,NA,NA,NA,NA,NA,35,NA,33,32,22,35,30,23,27,28,32,29,46,NA,NA,NA,0,0,3,75,0,0,0,2,0,400,361,NA,0,NA,NA,NA
"3512",1998-08-13,17,NA,21,27,11,23,20,18,13,24,24,23,29,NA,NA,NA,33,NA,31,32,24,32,25,23,24,30,NA,31,46,NA,NA,NA,0,0,323,0,0,0,0,2,0,0,10,NA,0,NA,NA,NA
"3513",1998-08-14,18,NA,25,27,15,21,21,18,13,23,NA,24,29,NA,NA,NA,33,NA,31,32,21,35,24,24,28,30,NA,32,NA,NA,NA,NA,0,0,0,0,46,0,0,0,0,690,109,NA,NA,NA,NA,NA
"3514",1998-08-15,19,NA,23,NA,12,19,21,19,15,22,NA,NA,31,NA,NA,NA,32,NA,29,33,23,32,29,22,30,27,33,29,46,NA,NA,NA,0,0,0,0,40,140,0,9,0,620,20,NA,NA,NA,NA,NA
"3515",1998-08-16,17,NA,20,NA,8,16,22,18,16,21,NA,NA,NA,NA,NA,NA,34,NA,30,NA,22,29,31,23,29,31,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,51,NA,NA,NA,NA,NA
"3516",1998-08-17,18,NA,22,27,14,17,23,18,15,23,24,NA,31,NA,NA,NA,32,NA,30,33,23,32,26,23,29,28,32,34,NA,NA,NA,NA,28,1,3,0,0,27,605,0,0,0,0,0,0,NA,NA,NA
"3517",1998-08-18,19,NA,22,28,14,19,18,17,15,22,NA,NA,NA,NA,NA,NA,33,NA,31,33,23,32,31,22,26,30,NA,30,45,NA,NA,NA,0,0,0,5,0,0,13,0,0,0,109,NA,0,NA,NA,NA
"3518",1998-08-19,19,NA,23,27,10,21,15,18,16,23,24,22,27,NA,NA,NA,32,NA,30,32,22,32,23,23,26,28,28,26,44,NA,NA,NA,37,0,0,2,0,0,0,2,0,20,10,NA,NA,NA,NA,NA
"3519",1998-08-20,16,NA,19,27,12,21,14,17,14,23,24,23,27,NA,NA,NA,33,NA,29,34,22,32,26,22,26,30,NA,32,45,NA,NA,NA,0,222,0,0,21,2,0,0,4,0,20,NA,0,NA,NA,NA
"3520",1998-08-21,18,NA,21,28,14,21,18,16,14,21,25,NA,29,NA,NA,NA,34,NA,26,33,21,33,29,22,21,29,30,32,45,NA,NA,NA,0,51,1,0,0,0,0,0,11,0,3,0,0,NA,NA,NA
"3521",1998-08-22,17,NA,19,26,12,20,19,15,14,22,NA,22,32,NA,NA,NA,35,NA,22,31,19,34,29,23,18,28,32,29,45,NA,NA,NA,0,18,71,211,2,0,0,0,45,0,310,NA,0,NA,NA,NA
"3522",1998-08-23,17,NA,18,26,9,22,22,19,11,23,24,23,NA,NA,NA,NA,35,NA,31,31,18,33,29,24,23,28,NA,31,40,NA,NA,NA,0,259,0,90,78,0,0,4,34,160,30,NA,0,NA,NA,NA
"3523",1998-08-24,18,NA,21,27,11,22,24,18,15,22,NA,23,30,NA,NA,NA,36,NA,27,32,19,35,32,23,21,27,NA,31,39,NA,NA,NA,0,19,193,0,5,0,0,6,9,10,191,NA,NA,NA,NA,NA
