"","date","TMIN.Albacete","TMIN.Amsterdam","TMIN.Beijng","TMIN.HongKong","TMIN.London","TMIN.LosAngeles","TMIN.Madrid","TMIN.Oviedo","TMIN.Paris","TMIN.Seoul","TMIN.Singapore","TMIN.Tokyo","TMIN.Dubai","TMIN.NewYork","TMIN.Frankfurt","TMIN.Chicago","TMAX.Albacete","TMAX.Amsterdam","TMAX.Beijng","TMAX.HongKong","TMAX.London","TMAX.LosAngeles","TMAX.Madrid","TMAX.Oviedo","TMAX.Paris","TMAX.Seoul","TMAX.Singapore","TMAX.Tokyo","TMAX.Dubai","TMAX.NewYork","TMAX.Frankfurt","TMAX.Chicago","PRCP.Albacete","PRCP.Amsterdam","PRCP.Beijng","PRCP.HongKong","PRCP.London","PRCP.LosAngeles","PRCP.Madrid","PRCP.Oviedo","PRCP.Paris","PRCP.Seoul","PRCP.Singapore","PRCP.Tokyo","PRCP.Dubai","PRCP.NewYork","PRCP.Frankfurt","PRCP.Chicago"
"2703",1996-05-26,12,9,21,24,6,12,16,15,9,14,26,14,20,NA,NA,NA,30,16,27,28,15,21,28,20,18,25,32,30,39,NA,NA,NA,0,10,1,239,35,0,0,0,26,0,0,NA,NA,NA,NA,NA
"2704",1996-05-27,12,7,18,24,10,13,16,16,12,12,26,17,NA,NA,NA,NA,32,13,28,27,16,21,29,19,16,24,NA,28,38,NA,NA,NA,0,22,0,109,10,0,0,0,11,0,0,NA,NA,NA,NA,NA
"2705",1996-05-28,14,6,17,NA,3,12,17,14,7,13,NA,17,22,NA,NA,NA,32,14,30,30,18,22,30,20,19,25,NA,30,37,NA,NA,NA,0,0,0,79,0,0,0,0,0,0,150,NA,NA,NA,NA,NA
"2706",1996-05-29,14,11,18,23,12,12,19,14,10,16,24,17,22,NA,NA,NA,30,21,32,27,22,22,32,19,25,26,32,28,40,NA,NA,NA,0,0,0,511,1,0,0,0,0,0,5,NA,NA,NA,NA,NA
"2707",1996-05-30,13,11,20,24,13,13,18,14,13,16,NA,NA,25,NA,NA,NA,29,26,33,29,22,21,32,23,30,22,33,29,NA,NA,NA,NA,0,0,0,279,0,0,0,24,0,0,61,NA,NA,NA,NA,NA
"2708",1996-05-31,13,13,20,26,12,11,19,12,16,15,24,17,23,NA,NA,NA,31,20,33,30,18,21,30,16,22,26,33,33,45,NA,NA,NA,0,0,0,20,2,0,0,14,13,0,119,NA,NA,NA,NA,NA
"2709",1996-06-01,13,8,22,26,8,14,15,12,12,16,NA,NA,26,NA,NA,NA,27,17,31,32,18,30,26,15,19,29,33,24,44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2710",1996-06-02,11,7,23,25,6,16,14,11,12,17,26,15,NA,NA,NA,NA,24,18,33,32,18,31,22,16,20,26,32,27,43,NA,NA,NA,0,0,0,0,0,0,1,89,0,0,0,NA,NA,NA,NA,NA
"2711",1996-06-03,10,7,24,27,6,16,10,8,11,17,26,17,26,NA,NA,NA,24,19,31,32,21,30,23,18,23,21,NA,30,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA
"2712",1996-06-04,10,12,19,27,12,16,12,9,11,16,26,NA,26,NA,NA,NA,26,20,30,32,24,28,26,21,26,27,32,30,44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA
"2713",1996-06-05,11,12,20,27,10,15,16,12,14,15,NA,NA,28,NA,NA,NA,27,28,32,32,28,29,29,25,29,27,30,27,42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,71,NA,NA,NA,NA,NA
"2714",1996-06-06,12,16,21,27,12,17,18,14,16,15,25,NA,27,NA,NA,NA,29,28,28,33,30,27,30,19,33,28,32,27,43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,51,NA,NA,NA,NA,NA
"2715",1996-06-07,13,15,15,27,14,19,14,15,19,19,NA,13,26,NA,NA,NA,27,33,31,34,26,26,30,20,34,22,30,25,44,NA,NA,NA,0,0,0,0,42,0,0,36,0,0,130,NA,NA,NA,NA,NA
"2716",1996-06-08,13,14,20,27,14,16,17,15,20,19,NA,NA,26,NA,NA,NA,31,26,33,33,21,25,29,19,25,29,31,23,43,NA,NA,NA,0,68,0,0,50,0,0,0,1,0,899,30,NA,NA,NA,NA
"2717",1996-06-09,14,11,23,NA,10,15,18,14,12,18,23,15,27,NA,NA,NA,30,18,32,31,22,26,30,21,27,27,NA,22,43,NA,NA,NA,0,0,0,0,0,0,0,0,0,10,20,NA,NA,NA,NA,NA
"2718",1996-06-10,13,11,20,27,10,16,20,14,16,18,24,NA,29,NA,NA,NA,30,27,32,32,22,27,32,21,31,20,31,22,40,NA,NA,NA,0,61,13,51,0,0,0,0,11,350,20,81,NA,NA,NA,NA
"2719",1996-06-11,13,14,17,27,12,17,20,14,16,17,24,16,30,NA,NA,NA,31,24,33,32,21,26,32,20,30,25,31,23,41,NA,NA,NA,0,23,0,0,0,0,0,0,0,0,5,10,NA,NA,NA,NA
"2720",1996-06-12,13,8,19,27,12,16,21,15,17,17,NA,19,30,NA,NA,NA,30,18,35,33,20,26,32,20,21,27,32,28,39,NA,NA,NA,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"2721",1996-06-13,12,8,25,27,8,15,19,16,11,20,24,NA,NA,NA,NA,NA,31,18,33,32,21,24,33,22,23,28,33,25,38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,51,NA,NA,NA,NA,NA
"2722",1996-06-14,14,6,21,NA,8,16,21,14,11,19,24,18,28,NA,NA,NA,31,17,32,32,22,24,33,22,24,25,32,NA,41,NA,NA,NA,0,0,0,5,0,0,0,0,0,0,99,NA,NA,NA,NA,NA
"2723",1996-06-15,15,6,20,NA,7,15,21,12,12,19,24,19,29,NA,NA,NA,32,20,29,29,24,25,34,23,26,26,32,30,41,NA,NA,NA,0,0,18,450,0,0,0,0,0,10,0,NA,NA,NA,NA,NA
"2724",1996-06-16,17,8,19,25,8,15,20,15,14,19,NA,21,NA,NA,NA,NA,32,20,25,28,26,25,33,21,27,27,31,32,40,NA,NA,NA,0,0,12,290,0,0,24,0,0,30,640,NA,NA,NA,NA,NA
"2725",1996-06-17,15,10,19,26,11,14,17,16,14,18,22,NA,28,NA,NA,NA,31,23,30,31,24,26,30,20,29,24,31,28,46,NA,NA,NA,0,0,6,0,0,0,3,0,0,800,10,NA,NA,NA,NA,NA
"2726",1996-06-18,17,11,21,27,11,14,18,16,16,15,NA,NA,NA,NA,NA,NA,28,19,32,31,22,28,29,20,29,26,32,24,44,NA,NA,NA,0,0,0,10,0,0,0,18,0,340,0,25,NA,NA,NA,NA
"2727",1996-06-19,16,11,19,27,9,16,19,15,11,17,26,NA,NA,NA,NA,NA,32,16,28,32,16,29,30,21,25,27,34,30,42,NA,NA,NA,32,0,232,71,0,0,0,0,2,0,0,NA,NA,NA,NA,NA
"2728",1996-06-20,15,8,19,27,10,16,18,14,15,18,27,18,NA,NA,NA,NA,32,16,26,32,15,28,29,22,22,23,33,32,41,NA,NA,NA,0,5,52,71,0,0,0,22,24,10,0,NA,NA,NA,NA,NA
"2729",1996-06-21,15,9,21,NA,10,16,16,14,13,19,27,20,27,NA,NA,NA,25,15,33,30,16,24,23,20,19,26,34,27,40,NA,NA,NA,0,1,0,0,0,0,0,34,0,10,0,0,NA,NA,NA,NA
"2730",1996-06-22,10,10,22,NA,6,16,15,15,10,19,27,NA,28,NA,NA,NA,27,15,33,29,18,22,25,20,19,26,33,24,40,NA,NA,NA,0,4,20,1031,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
"2731",1996-06-23,11,10,20,24,6,14,12,14,10,19,28,NA,27,NA,NA,NA,27,14,28,NA,21,23,26,21,17,25,NA,27,41,NA,NA,NA,0,0,10,1181,0,0,0,0,4,0,0,NA,NA,NA,NA,NA
"2732",1996-06-24,11,10,19,24,8,16,11,13,11,19,NA,19,NA,NA,NA,NA,24,15,30,29,23,24,24,21,15,22,32,25,40,NA,NA,NA,0,8,0,711,0,0,0,0,21,280,460,30,NA,NA,NA,NA
"2733",1996-06-25,11,9,22,27,10,15,13,12,12,18,24,20,26,NA,NA,NA,25,14,33,31,24,23,25,20,19,26,31,28,38,NA,NA,NA,0,0,0,5,0,0,0,0,0,0,30,180,NA,NA,NA,NA
"2734",1996-06-26,10,9,24,27,11,14,12,11,12,18,24,NA,25,NA,NA,NA,27,21,32,33,24,23,26,21,24,26,33,25,43,NA,NA,NA,0,0,0,5,1,0,0,0,1,0,0,119,NA,NA,NA,NA
"2735",1996-06-27,12,12,20,NA,13,12,15,12,14,18,25,NA,24,NA,NA,NA,27,19,30,32,21,21,29,22,27,21,32,23,45,NA,NA,NA,0,0,182,41,5,0,0,0,0,90,41,0,279,NA,NA,NA
"2736",1996-06-28,13,12,20,26,13,13,18,14,15,17,26,18,NA,NA,NA,NA,31,19,23,31,18,24,31,21,26,22,31,NA,44,NA,NA,NA,0,0,3,89,10,0,0,0,6,90,79,0,0,NA,NA,NA
"2737",1996-06-29,16,11,21,27,10,15,19,14,15,18,25,18,25,NA,NA,NA,35,15,32,31,18,29,34,19,20,24,NA,30,45,NA,NA,NA,0,140,0,79,5,0,0,0,0,360,0,NA,NA,NA,NA,NA
"2738",1996-06-30,16,12,20,27,10,17,20,15,12,17,NA,20,22,NA,NA,NA,35,17,36,32,20,35,34,21,19,21,NA,29,45,NA,NA,NA,0,34,3,41,0,0,0,2,3,0,0,NA,NA,NA,NA,NA
"2739",1996-07-01,16,11,22,28,11,16,21,14,13,17,25,NA,24,NA,NA,NA,37,18,36,32,19,36,34,19,20,27,NA,29,46,NA,NA,NA,0,65,0,30,73,0,0,13,2,10,0,NA,NA,NA,NA,NA
"2740",1996-07-02,16,11,23,28,10,16,18,14,11,19,25,21,25,NA,NA,NA,31,17,32,32,19,38,29,20,20,24,32,32,46,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2741",1996-07-03,18,11,23,26,11,19,18,18,10,19,26,NA,NA,NA,NA,NA,32,20,31,32,19,31,31,25,20,28,30,33,NA,NA,NA,NA,0,26,0,20,20,0,0,0,14,0,0,351,NA,NA,NA,NA
"2742",1996-07-04,16,13,21,27,10,17,18,17,15,19,24,17,NA,NA,NA,NA,35,19,32,33,19,28,31,24,24,24,NA,30,42,NA,NA,NA,0,43,232,0,0,0,0,30,156,190,221,NA,NA,NA,NA,NA
"2743",1996-07-05,18,12,22,27,10,18,19,16,13,18,24,NA,25,NA,NA,NA,32,18,31,33,19,29,28,23,17,28,31,NA,42,NA,NA,NA,0,0,13,0,10,0,0,78,132,0,0,NA,NA,NA,NA,NA
"2744",1996-07-06,16,9,19,27,10,17,18,14,10,19,25,20,25,NA,NA,NA,31,16,35,33,19,29,26,19,19,24,28,32,47,NA,NA,NA,0,118,0,0,50,0,0,149,1,0,51,NA,NA,NA,NA,NA
"2745",1996-07-07,16,8,22,NA,10,16,14,12,10,19,NA,NA,NA,NA,NA,NA,26,18,32,34,19,29,26,18,19,29,NA,25,47,NA,NA,NA,0,0,0,0,0,0,0,223,46,0,150,NA,NA,NA,NA,NA
"2746",1996-07-08,9,9,23,22,9,14,11,13,11,16,23,17,32,NA,NA,NA,27,16,28,33,20,25,24,20,20,29,31,20,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,249,NA,NA,NA,NA
"2747",1996-07-09,10,8,20,27,11,14,12,11,10,16,NA,NA,30,NA,NA,NA,28,17,24,33,22,25,28,20,21,27,28,20,45,NA,NA,NA,0,28,136,0,0,0,0,0,0,0,381,NA,NA,NA,NA,NA
"2748",1996-07-10,13,11,18,27,12,16,17,12,16,16,24,19,28,NA,NA,NA,28,16,21,33,25,26,31,21,22,29,31,NA,44,NA,NA,NA,0,1,358,5,0,0,0,0,0,0,3,191,NA,NA,NA,NA
"2749",1996-07-11,14,11,18,27,14,17,17,15,13,19,NA,NA,29,NA,NA,NA,30,22,23,32,24,27,31,22,26,27,28,31,43,NA,NA,NA,0,0,12,89,0,0,0,0,0,0,201,NA,NA,NA,NA,NA
"2750",1996-07-12,14,13,20,24,15,17,19,16,15,20,24,19,28,NA,NA,NA,30,21,27,30,24,27,32,22,23,29,32,32,42,NA,NA,NA,0,15,1,89,0,0,0,0,0,20,0,NA,NA,NA,NA,NA
"2751",1996-07-13,15,14,21,26,15,17,20,18,14,19,24,21,NA,NA,NA,NA,30,21,27,32,25,26,32,23,27,25,29,32,47,NA,NA,NA,3,0,0,10,0,0,0,0,0,20,71,NA,NA,NA,NA,NA
"2752",1996-07-14,15,13,22,27,16,17,20,17,16,20,25,21,30,NA,NA,NA,24,19,29,32,23,26,29,23,25,27,32,34,47,NA,NA,NA,192,0,0,5,0,0,3,0,0,10,0,NA,NA,NA,NA,NA
"2753",1996-07-15,11,10,22,28,11,17,18,19,18,20,NA,NA,30,NA,NA,NA,29,19,29,33,23,25,31,25,27,26,30,34,47,NA,NA,NA,0,0,0,0,0,0,0,0,0,680,551,439,NA,NA,NA,NA
"2754",1996-07-16,12,9,22,27,10,17,20,16,13,19,23,23,34,NA,NA,NA,30,18,31,32,23,26,32,25,24,24,32,34,46,NA,NA,NA,0,0,0,30,0,0,0,0,0,30,0,NA,NA,NA,NA,NA
"2755",1996-07-17,16,8,22,28,9,17,21,19,13,20,24,25,NA,NA,NA,NA,28,20,29,33,25,24,32,25,26,27,33,37,43,NA,NA,NA,0,0,278,0,0,0,0,0,0,220,0,NA,NA,NA,NA,NA
"2756",1996-07-18,15,8,22,NA,9,15,20,20,14,22,26,NA,28,NA,NA,NA,34,18,31,31,26,25,35,23,26,33,33,38,45,NA,NA,NA,0,0,6,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2757",1996-07-19,19,9,23,26,12,15,23,19,12,22,27,NA,28,NA,NA,NA,36,21,31,30,27,26,36,22,27,29,32,37,42,NA,NA,NA,0,0,0,310,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2758",1996-07-20,18,11,21,28,11,15,23,18,15,22,27,23,NA,NA,NA,NA,36,24,29,32,29,27,37,23,29,26,32,30,47,NA,NA,NA,0,0,673,10,0,0,0,0,0,40,0,0,NA,NA,NA,NA
"2759",1996-07-21,18,12,20,NA,12,15,21,15,14,23,27,NA,NA,NA,NA,NA,34,27,32,31,31,28,36,25,30,27,32,31,45,NA,NA,NA,0,0,0,130,0,0,0,0,0,250,0,56,NA,NA,NA,NA
"2760",1996-07-22,18,15,22,26,14,18,21,17,16,20,27,NA,27,NA,NA,NA,36,29,32,31,28,28,35,22,32,26,32,27,47,NA,NA,NA,0,0,0,399,8,0,0,0,0,220,0,5,NA,NA,NA,NA
"2761",1996-07-23,20,16,25,25,16,16,23,18,22,21,27,20,26,NA,NA,NA,37,26,31,29,23,28,35,22,30,30,NA,24,46,NA,NA,NA,0,28,0,351,94,0,0,0,0,0,0,41,NA,NA,NA,NA
"2762",1996-07-24,21,13,21,27,13,16,23,18,15,23,27,22,26,NA,NA,NA,39,17,32,31,23,27,33,20,24,28,NA,31,47,NA,NA,NA,1,87,236,0,38,0,0,18,0,200,0,NA,NA,NA,NA,NA
"2763",1996-07-25,19,13,25,24,10,17,22,18,13,24,27,24,26,NA,NA,NA,37,17,31,34,26,29,32,23,24,30,33,34,47,NA,NA,NA,0,35,11,0,0,0,0,195,0,0,0,NA,NA,NA,NA,NA
"2764",1996-07-26,17,12,22,NA,12,18,17,17,14,24,26,24,28,NA,NA,NA,30,23,33,34,25,32,28,21,28,27,32,36,46,NA,NA,NA,2,0,0,0,25,0,28,107,0,120,0,NA,NA,NA,NA,NA
"2765",1996-07-27,15,9,24,NA,15,18,17,15,16,23,26,25,29,NA,NA,NA,29,20,31,28,22,32,24,21,30,29,32,36,46,NA,NA,NA,0,0,148,99,5,0,0,0,0,190,0,NA,NA,NA,NA,NA
"2766",1996-07-28,17,7,26,25,15,18,15,14,18,21,26,NA,NA,NA,NA,NA,31,21,31,31,23,28,28,22,28,30,33,36,45,NA,NA,NA,0,0,33,269,22,0,0,0,0,560,0,NA,NA,NA,NA,NA
"2767",1996-07-29,18,13,26,25,16,19,20,18,17,25,28,24,29,NA,NA,NA,33,23,32,31,24,30,33,21,28,31,33,36,46,NA,NA,NA,0,11,73,231,20,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2768",1996-07-30,17,12,23,25,15,19,20,15,16,24,27,24,NA,NA,NA,NA,36,22,29,29,24,31,35,23,26,29,33,34,45,NA,NA,NA,0,0,226,61,3,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2769",1996-07-31,19,16,20,26,14,19,21,16,15,24,NA,NA,29,NA,NA,NA,35,20,25,32,22,31,35,24,28,32,32,35,41,NA,NA,NA,0,0,638,0,5,0,0,0,0,0,3,0,NA,NA,NA,NA
"2770",1996-08-01,18,13,22,28,11,19,20,17,17,23,24,24,NA,NA,NA,NA,33,20,24,33,22,30,34,22,25,34,33,36,39,NA,NA,NA,0,0,77,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2771",1996-08-02,18,10,22,NA,9,18,20,15,15,25,NA,NA,28,NA,NA,NA,33,21,26,30,21,33,34,21,25,34,33,33,42,NA,NA,NA,0,0,34,30,0,0,0,0,0,0,231,NA,NA,NA,NA,NA
"2772",1996-08-03,19,10,23,NA,11,18,20,18,16,25,23,21,29,NA,NA,NA,32,21,27,31,24,28,33,23,26,33,32,27,46,NA,NA,NA,0,0,146,71,0,0,0,0,0,0,279,NA,NA,NA,NA,NA
"2773",1996-08-04,18,10,23,26,10,18,21,16,14,24,24,22,27,NA,NA,NA,33,24,26,30,25,28,32,22,27,32,32,34,44,NA,NA,NA,0,0,76,439,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2774",1996-08-05,18,12,21,26,13,17,18,17,16,24,26,NA,NA,NA,NA,NA,32,25,24,31,24,25,29,24,29,32,33,36,43,NA,NA,NA,0,0,914,30,0,0,0,65,0,0,0,NA,NA,NA,NA,NA
"2775",1996-08-06,15,13,22,27,14,16,18,16,18,25,NA,22,NA,NA,NA,NA,33,23,33,32,22,25,30,19,24,31,33,28,42,NA,NA,NA,0,74,44,0,5,0,0,126,128,0,0,NA,NA,NA,NA,NA
"2776",1996-08-07,16,13,26,NA,13,16,18,15,11,25,26,NA,28,NA,NA,NA,32,17,35,31,22,25,30,21,24,31,32,29,43,NA,NA,NA,0,0,0,0,0,0,10,48,0,0,71,NA,NA,NA,NA,NA
"2777",1996-08-08,16,12,26,28,11,16,17,15,12,25,NA,21,29,NA,NA,NA,31,22,30,32,22,27,30,22,28,30,NA,28,45,NA,NA,NA,0,0,0,0,0,0,0,0,0,40,381,NA,NA,NA,NA,NA
"2778",1996-08-09,18,15,22,28,14,16,18,14,15,24,22,21,NA,NA,NA,NA,34,27,27,31,22,28,32,25,28,32,32,31,40,NA,NA,NA,0,0,34,0,120,0,0,43,0,0,0,NA,NA,NA,NA,NA
"2779",1996-08-10,18,15,20,NA,15,17,18,17,17,25,NA,23,NA,NA,NA,NA,34,24,26,32,23,35,31,21,20,31,NA,33,42,NA,NA,NA,0,0,464,0,25,0,0,11,211,0,170,NA,NA,NA,NA,NA
"2780",1996-08-11,16,14,19,NA,14,18,18,17,15,26,NA,NA,26,NA,NA,NA,32,22,29,31,22,29,30,23,22,33,30,33,44,NA,NA,NA,0,10,306,0,70,0,0,14,50,0,180,NA,NA,NA,NA,NA
"2781",1996-08-12,13,13,19,26,13,18,20,16,14,25,23,23,NA,NA,NA,NA,33,19,30,32,21,31,32,22,20,32,NA,32,44,NA,NA,NA,0,82,10,0,55,0,0,0,20,0,41,NA,NA,NA,NA,NA
"2782",1996-08-13,19,17,20,NA,14,18,19,14,15,25,24,24,NA,NA,NA,NA,31,21,27,32,18,31,31,20,18,33,32,32,42,NA,NA,NA,0,24,169,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
"2783",1996-08-14,19,15,21,25,15,20,19,15,17,25,NA,24,26,NA,NA,NA,29,21,32,30,22,33,29,23,23,34,NA,36,41,NA,NA,NA,0,0,0,381,0,0,0,0,0,0,10,NA,NA,NA,NA,NA
"2784",1996-08-15,19,13,22,NA,14,20,18,17,16,24,NA,26,26,NA,NA,NA,28,20,32,29,23,32,29,24,25,29,NA,39,47,NA,NA,NA,5,0,0,701,0,0,0,0,1,0,10,NA,NA,NA,NA,NA
"2785",1996-08-16,18,12,25,24,14,20,19,17,14,22,24,NA,33,NA,NA,NA,28,20,32,27,26,32,30,24,27,30,NA,36,45,NA,NA,NA,0,0,0,269,0,0,0,0,0,0,51,NA,NA,NA,NA,NA
"2786",1996-08-17,16,11,25,24,12,19,21,19,15,23,24,24,NA,NA,NA,NA,32,23,33,27,28,29,33,21,28,32,31,34,45,NA,NA,NA,0,0,0,180,0,0,0,6,0,0,0,NA,NA,NA,NA,NA
"2787",1996-08-18,17,11,26,22,14,17,21,19,15,23,NA,NA,30,NA,NA,NA,32,25,33,27,30,28,31,21,30,33,NA,34,44,NA,NA,NA,0,0,0,429,0,0,0,18,0,0,0,NA,NA,NA,NA,NA
"2788",1996-08-19,17,16,25,24,14,18,18,17,16,23,23,NA,NA,NA,NA,NA,30,28,32,30,27,28,28,20,30,31,31,34,44,NA,NA,NA,0,0,0,0,0,0,0,117,0,0,211,NA,NA,NA,NA,NA
"2789",1996-08-20,15,17,19,26,15,16,18,17,17,24,23,NA,NA,NA,NA,NA,29,29,25,32,24,28,28,20,26,32,32,31,45,NA,NA,NA,0,23,31,0,4,0,0,0,38,0,0,0,NA,NA,NA,NA
"2790",1996-08-21,14,13,19,NA,12,18,16,16,17,24,NA,22,NA,NA,NA,NA,29,21,27,32,24,31,27,21,25,32,31,31,46,NA,NA,NA,0,4,38,0,0,0,0,0,84,0,30,NA,NA,NA,NA,NA
"2791",1996-08-22,16,11,17,26,10,16,16,13,15,22,24,23,28,NA,NA,NA,30,23,24,31,20,29,29,25,23,31,33,33,44,NA,NA,NA,0,0,66,140,80,0,0,8,0,20,0,NA,NA,NA,NA,NA
"2792",1996-08-23,16,13,14,27,14,16,18,16,15,20,NA,24,NA,NA,NA,NA,30,24,27,30,20,29,28,23,25,28,33,33,43,NA,NA,NA,0,43,0,0,18,0,0,1,0,0,119,NA,NA,NA,NA,NA
"2793",1996-08-24,15,13,16,26,12,14,15,15,15,17,24,NA,28,NA,NA,NA,28,21,22,32,21,36,26,21,23,30,32,28,42,NA,NA,NA,0,4,69,0,10,0,0,0,40,0,0,0,NA,NA,NA,NA
"2794",1996-08-25,16,13,15,23,13,17,16,14,13,19,24,NA,NA,NA,NA,NA,28,20,24,28,20,31,28,19,22,24,33,28,NA,NA,NA,NA,0,106,15,191,14,0,0,163,6,20,0,NA,NA,NA,NA,NA
"2795",1996-08-26,16,11,18,25,10,18,17,16,13,18,NA,19,NA,NA,NA,NA,30,20,26,31,20,31,30,19,22,20,NA,27,NA,NA,NA,NA,0,0,0,0,11,0,0,54,1,310,640,NA,NA,NA,NA,NA
"2796",1996-08-27,16,10,18,26,9,15,16,14,13,18,23,NA,NA,NA,NA,NA,31,20,28,32,19,28,30,20,20,22,NA,23,NA,NA,NA,NA,0,30,0,0,67,0,0,12,17,220,41,0,NA,NA,NA,NA
"2797",1996-08-28,19,12,19,26,10,16,14,12,12,17,23,17,27,NA,NA,NA,29,18,28,32,19,30,26,20,22,23,30,NA,NA,NA,NA,NA,0,150,0,0,20,0,0,56,1,10,150,140,NA,NA,NA,NA
"2798",1996-08-29,17,12,19,27,12,17,15,14,12,17,24,17,NA,NA,NA,NA,27,18,29,32,18,33,25,19,17,28,28,25,38,NA,NA,NA,0,25,6,0,8,0,0,30,29,0,30,99,NA,NA,NA,NA
"2799",1996-08-30,15,13,21,NA,11,19,13,13,14,19,24,NA,27,NA,NA,NA,24,18,27,31,18,37,24,20,21,26,32,28,40,NA,NA,NA,0,20,1,0,2,0,0,8,0,70,0,NA,NA,NA,NA,NA
"2800",1996-08-31,11,11,22,25,8,19,13,12,12,18,NA,20,NA,NA,NA,NA,25,17,27,32,19,35,25,21,21,30,29,25,45,NA,NA,NA,0,10,0,300,0,0,0,0,1,0,160,10,NA,NA,NA,NA
"2801",1996-09-01,11,9,22,21,8,19,15,12,10,16,22,22,NA,NA,NA,NA,24,18,30,32,21,31,25,22,20,29,30,32,42,NA,NA,NA,0,20,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA
"2802",1996-09-02,11,7,17,26,14,18,14,13,10,18,NA,NA,25,NA,NA,NA,26,20,28,32,21,29,27,22,21,29,28,34,NA,NA,NA,NA,0,0,133,140,19,0,0,0,0,0,610,NA,NA,NA,NA,NA
"2803",1996-09-03,13,9,16,NA,14,18,12,11,11,20,23,19,25,NA,NA,NA,26,20,24,31,20,28,25,22,22,28,NA,31,42,NA,NA,NA,50,0,0,409,29,0,0,0,0,0,10,NA,NA,NA,NA,NA
"2804",1996-09-04,15,10,16,25,13,17,13,14,13,20,23,20,NA,NA,NA,NA,22,18,25,31,20,26,23,22,25,25,NA,29,40,NA,NA,NA,288,0,0,0,0,0,8,0,0,0,71,NA,NA,NA,NA,NA
"2805",1996-09-05,14,9,19,26,13,17,13,14,12,17,22,NA,26,NA,NA,NA,24,21,26,30,21,28,25,23,22,24,30,31,40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,150,NA,NA,NA,NA,NA
"2806",1996-09-06,12,7,18,26,10,17,13,15,12,18,23,20,24,NA,NA,NA,25,19,27,31,20,28,25,22,23,26,30,30,40,NA,NA,NA,0,0,0,0,0,0,0,2,0,0,671,NA,NA,NA,NA,NA
"2807",1996-09-07,12,6,20,27,10,18,14,17,11,18,23,NA,26,NA,NA,NA,27,18,24,31,20,29,28,23,21,27,NA,26,41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA
"2808",1996-09-08,13,5,18,25,12,18,15,15,9,19,24,17,25,NA,NA,NA,24,18,29,33,19,29,27,22,20,28,31,27,42,NA,NA,NA,57,0,0,5,7,0,19,0,0,10,231,NA,NA,NA,NA,NA
"2809",1996-09-09,13,7,16,25,12,18,13,11,10,18,24,NA,24,NA,NA,NA,20,19,29,30,17,29,23,20,21,27,NA,20,40,NA,NA,NA,18,0,2,500,2,0,85,1,0,20,10,391,NA,NA,NA,NA
"2810",1996-09-10,12,10,17,26,11,16,10,12,13,18,24,17,27,NA,NA,NA,18,16,30,32,18,29,21,21,20,28,31,26,40,NA,NA,NA,84,0,0,79,0,0,48,0,0,0,371,NA,NA,NA,NA,NA
"2811",1996-09-11,11,10,21,27,9,15,13,10,13,20,24,NA,28,NA,NA,NA,14,16,25,32,18,30,16,21,19,27,NA,NA,39,NA,NA,NA,1466,0,0,0,21,0,53,0,0,0,0,NA,NA,NA,NA,NA
"2812",1996-09-12,11,9,17,NA,11,14,13,12,9,18,26,16,27,NA,NA,NA,19,16,24,31,17,29,22,22,18,27,31,29,39,NA,NA,NA,1,87,7,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2813",1996-09-13,11,9,18,NA,7,14,11,11,9,19,NA,NA,26,NA,NA,NA,22,16,22,29,18,27,24,20,16,27,NA,24,42,NA,NA,NA,0,7,2,429,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"2814",1996-09-14,11,12,15,24,5,14,12,11,11,19,24,15,NA,NA,NA,NA,23,17,18,28,20,26,25,21,18,28,32,NA,41,NA,NA,NA,0,3,66,1999,0,0,0,0,0,0,10,531,NA,NA,NA,NA
"2815",1996-09-15,13,7,14,23,6,16,13,10,8,19,24,NA,26,NA,NA,NA,23,16,25,28,22,27,25,21,20,29,33,28,39,NA,NA,NA,0,0,3,681,0,0,0,0,0,0,3,0,NA,NA,NA,NA
